Task_ID,Parent_ID,Package_ID,Phase_ID,Deliverable_ID,Work_Package_ID,Lifecycle_Stage,Title,Purpose,Plan_Status,Execution_State,Priority,Critical_Path,Dependencies,Dependency_Type,Trigger,Preconditions,Inputs,Output/Artifact,Acceptance_ID,Acceptance_Criteria,Verification_ID,Verification_Method,Evidence_ID,Evidence_Required,Evidence_Reference,Primary_Owner,AI_Capability_A0_A4,Action_Authority,Execution_Instructions,Required_Tools_or_Access,Idempotency,Reversibility,Retry_Recovery,Escalation_Condition,Risk_Reference,Interface_Reference,Requirement_Reference,Cost/Budget,Relative_Timing,Recurrence,Source_Reference,Legacy_ID,Notes
TSK-0380,WP-0367,PKG-07,PHS-0102,DEL-0210,WP-0367,L6,"Implement deterministic local build, lint, test, and validation commands","Produce and verify the bounded outcome: Implement deterministic local build, lint, test, and validation commands.",PLANNED,WAITING,MEDIUM,NO,TSK-0454,FINISH_TO_START unless explicitly stated as trigger/operating input,Applicable lifecycle/gate and all hard dependencies satisfied.,Canonical state read; current gate/authority confirmed; required inputs/access available; no unresolved safety/privacy blocker.,Canonical source baseline; predecessor context USW-05.01.01.002; dependency outputs; applicable requirements and interface contracts.,"Versioned artifact, decision, configuration, result, or evidence record for ""Implement deterministic local build, lint, test, and validation commands"".",ACC-0380,Clean environment setup succeeds; commands return nonzero on failure; versions are pinned or bounded; no manual undocumented step is required for the baseline build.,VER-0380,"Execute in the target environment; run functional, negative, configuration, security/privacy, and rollback checks; compare to acceptance criteria.",EVD-0380,Artifact/version; exact environment or source; test/review output; date; responsible verifier; deviations and disposition.,EVD-0380; historical source evidence as cited,Software Engineering,A3,AUTO_ALLOWED,Read canonical state and linked requirements/interfaces; execute the smallest bounded change; verify every criterion; retain privacy-safe evidence; update state only when authorized; reread and reconcile after any canonical write.,GitHub; development environment; CI/CD; browser/device test access; deployment environment,REQUIRED where repeat execution is technically possible; otherwise detect existing state before change.,REVERSIBLE by default; treat public/production/data/legal/spend actions as controlled or irreversible as applicable.,Retry only after classifying failure and correcting cause; use bounded backoff for transient errors; rollback/restore on partial consequential change; never mark PASS on exhausted verification.,"Escalate on unmet authority, unresolved critical/high risk, contradictory source, acceptance failure after bounded retry, material scope/cost/privacy/security impact, or irreversible action.",RSK-0045,INT-0011; INT-0012,REQ-0036; REQ-0037; CON-0010; CON-0011,Use approved package/stage budget; record actual cost when material; no invented amount.,Development → Development Foundation,,UseSafeWeb_Master_Plan-1.4.md::USW-05.01.01.002; canonical repository Yaserbayad/UseSafeWeb.com@c672991229acc7675f1e25b978af6fbdacd04590,USW-05.01.01.002,Future gate/dependency not yet satisfied. Valid work is retained but re-owned by one responsibility package and attached to the new L0-L13 lifecycle.
TSK-0381,WP-0368,PKG-07,PHS-0103,DEL-0211,WP-0368,L6,Implement DNS activation and verification flow,Produce and verify the bounded outcome: Implement DNS activation and verification flow.,PLANNED,WAITING,MEDIUM,NO,TSK-0416; TSK-0372,FINISH_TO_START unless explicitly stated as trigger/operating input,Applicable lifecycle/gate and all hard dependencies satisfied.,Canonical state read; current gate/authority confirmed; required inputs/access available; no unresolved safety/privacy blocker.,Canonical source baseline; predecessor context USW-05.04.02.002; dependency outputs; applicable requirements and interface contracts.,"Versioned artifact, decision, configuration, result, or evidence record for ""Implement DNS activation and verification flow"".",ACC-0381,"All supported device/network paths, success/failure/timeout/conflict/removal states, retry limits, privacy copy, and Protection Map integration pass end-to-end tests.",VER-0381,"Execute in the target environment; run functional, negative, configuration, security/privacy, and rollback checks; compare to acceptance criteria.",EVD-0381,Artifact/version; exact environment or source; test/review output; date; responsible verifier; deviations and disposition.,EVD-0381; historical source evidence as cited,Frontend Engineering,A3,AUTO_ALLOWED,Read canonical state and linked requirements/interfaces; execute the smallest bounded change; verify every criterion; retain privacy-safe evidence; update state only when authorized; reread and reconcile after any canonical write.,GitHub; development environment; CI/CD; browser/device test access; deployment environment,REQUIRED where repeat execution is technically possible; otherwise detect existing state before change.,REVERSIBLE by default; treat public/production/data/legal/spend actions as controlled or irreversible as applicable.,Retry only after classifying failure and correcting cause; use bounded backoff for transient errors; rollback/restore on partial consequential change; never mark PASS on exhausted verification.,"Escalate on unmet authority, unresolved critical/high risk, contradictory source, acceptance failure after bounded retry, material scope/cost/privacy/security impact, or irreversible action.",RSK-0045,INT-0011; INT-0012,REQ-0036; REQ-0037; CON-0010; CON-0011,Use approved package/stage budget; record actual cost when material; no invented amount.,Development → Feature Complete,,UseSafeWeb_Master_Plan-1.4.md::USW-05.04.02.002; canonical repository Yaserbayad/UseSafeWeb.com@c672991229acc7675f1e25b978af6fbdacd04590,USW-05.04.02.002,Future gate/dependency not yet satisfied. Valid work is retained but re-owned by one responsibility package and attached to the new L0-L13 lifecycle.
TSK-0382,WP-0369,PKG-07,PHS-0103,DEL-0211,WP-0369,L6,Implement native device safeguard guidance flow,Produce and verify the bounded outcome: Implement native device safeguard guidance flow.,PLANNED,WAITING,MEDIUM,NO,TSK-0374; TSK-0397,FINISH_TO_START unless explicitly stated as trigger/operating input,Applicable lifecycle/gate and all hard dependencies satisfied.,Canonical state read; current gate/authority confirmed; required inputs/access available; no unresolved safety/privacy blocker.,Canonical source baseline; predecessor context USW-05.04.02.001; dependency outputs; applicable requirements and interface contracts.,"Versioned artifact, decision, configuration, result, or evidence record for ""Implement native device safeguard guidance flow"".",ACC-0382,Supported paths use correct versioned content; skip/already-configured and errors work; no system verification is falsely claimed; screenshots/labels are accessible and maintainable.,VER-0382,"Execute in the target environment; run functional, negative, configuration, security/privacy, and rollback checks; compare to acceptance criteria.",EVD-0382,Artifact/version; exact environment or source; test/review output; date; responsible verifier; deviations and disposition.,EVD-0382; historical source evidence as cited,Frontend Engineering,A3,AUTO_ALLOWED,Read canonical state and linked requirements/interfaces; execute the smallest bounded change; verify every criterion; retain privacy-safe evidence; update state only when authorized; reread and reconcile after any canonical write.,GitHub; development environment; CI/CD; browser/device test access; deployment environment,REQUIRED where repeat execution is technically possible; otherwise detect existing state before change.,REVERSIBLE by default; treat public/production/data/legal/spend actions as controlled or irreversible as applicable.,Retry only after classifying failure and correcting cause; use bounded backoff for transient errors; rollback/restore on partial consequential change; never mark PASS on exhausted verification.,"Escalate on unmet authority, unresolved critical/high risk, contradictory source, acceptance failure after bounded retry, material scope/cost/privacy/security impact, or irreversible action.",RSK-0045,INT-0011; INT-0012,REQ-0036; REQ-0037; CON-0010; CON-0011,Use approved package/stage budget; record actual cost when material; no invented amount.,Development → Feature Complete,,UseSafeWeb_Master_Plan-1.4.md::USW-05.04.02.001; canonical repository Yaserbayad/UseSafeWeb.com@c672991229acc7675f1e25b978af6fbdacd04590,USW-05.04.02.001,Future gate/dependency not yet satisfied. Valid work is retained but re-owned by one responsibility package and attached to the new L0-L13 lifecycle.
TSK-0383,WP-0370,PKG-07,PHS-0103,DEL-0211,WP-0370,L6,Implement one relevant external-service safeguard flow,Produce and verify the bounded outcome: Implement one relevant external-service safeguard flow.,PLANNED,WAITING,MEDIUM,NO,TSK-0374; TSK-0382,FINISH_TO_START unless explicitly stated as trigger/operating input,Applicable lifecycle/gate and all hard dependencies satisfied.,Canonical state read; current gate/authority confirmed; required inputs/access available; no unresolved safety/privacy blocker.,Canonical source baseline; predecessor context USW-05.04.02.003; dependency outputs; applicable requirements and interface contracts.,"Versioned artifact, decision, configuration, result, or evidence record for ""Implement one relevant external-service safeguard flow"".",ACC-0383,Selection/routing matches requirements; content version is correct; parent confirmation remains distinct from verification; unsupported/irrelevant states do not create artificial tasks.,VER-0383,"Execute in the target environment; run functional, negative, configuration, security/privacy, and rollback checks; compare to acceptance criteria.",EVD-0383,Artifact/version; exact environment or source; test/review output; date; responsible verifier; deviations and disposition.,EVD-0383; historical source evidence as cited,Frontend Engineering,A3,AUTO_ALLOWED,Read canonical state and linked requirements/interfaces; execute the smallest bounded change; verify every criterion; retain privacy-safe evidence; update state only when authorized; reread and reconcile after any canonical write.,GitHub; development environment; CI/CD; browser/device test access; deployment environment,REQUIRED where repeat execution is technically possible; otherwise detect existing state before change.,REVERSIBLE by default; treat public/production/data/legal/spend actions as controlled or irreversible as applicable.,Retry only after classifying failure and correcting cause; use bounded backoff for transient errors; rollback/restore on partial consequential change; never mark PASS on exhausted verification.,"Escalate on unmet authority, unresolved critical/high risk, contradictory source, acceptance failure after bounded retry, material scope/cost/privacy/security impact, or irreversible action.",RSK-0045,INT-0011; INT-0012,REQ-0036; REQ-0037; CON-0010; CON-0011,Use approved package/stage budget; record actual cost when material; no invented amount.,Development → Feature Complete,,UseSafeWeb_Master_Plan-1.4.md::USW-05.04.02.003; canonical repository Yaserbayad/UseSafeWeb.com@c672991229acc7675f1e25b978af6fbdacd04590,USW-05.04.02.003,Future gate/dependency not yet satisfied. Valid work is retained but re-owned by one responsibility package and attached to the new L0-L13 lifecycle.
TSK-0384,WP-0371,PKG-07,PHS-0103,DEL-0212,WP-0371,L6,"Implement account settings, sign-out and account-deletion UI","Produce and verify the bounded outcome: Implement account settings, sign-out and account-deletion UI.",PLANNED,WAITING,MEDIUM,NO,TSK-0387; TSK-0241,FINISH_TO_START unless explicitly stated as trigger/operating input,"Version-1 optional-account scope is active under DEC-0053/CR-0006; ordinary lifecycle, gate, dependency, privacy, security and precondition requirements still apply.",Canonical state read; current gate/authority confirmed; required inputs/access available; no unresolved safety/privacy blocker.,Canonical source baseline; predecessor context USW-05.04.04.006; dependency outputs; applicable requirements and interface contracts.,"Versioned artifact, decision, configuration, result, or evidence record for ""Implement account settings, sign-out and account-deletion UI"".",ACC-0384,"UI exposes minimal account identity, sign-out and deletion; deletion explains affected devices/protection/data, requires appropriate confirmation/reauthentication and shows only verified completion/recovery states.",VER-0384,"Execute in the target environment; run functional, negative, configuration, security/privacy, and rollback checks; compare to acceptance criteria.",EVD-0384,Artifact/version; exact environment or source; test/review output; date; responsible verifier; deviations and disposition.,EVD-0384; historical source evidence as cited,Frontend Engineering,A3,AUTO_ALLOWED,Read canonical state and linked requirements/interfaces; execute the smallest bounded change; verify every criterion; retain privacy-safe evidence; update state only when authorized; reread and reconcile after any canonical write.,GitHub; development environment; CI/CD; browser/device test access; deployment environment,REQUIRED where repeat execution is technically possible; otherwise detect existing state before change.,REVERSIBLE by default; treat public/production/data/legal/spend actions as controlled or irreversible as applicable.,Retry only after classifying failure and correcting cause; use bounded backoff for transient errors; rollback/restore on partial consequential change; never mark PASS on exhausted verification.,"Escalate on unmet authority, unresolved critical/high risk, contradictory source, acceptance failure after bounded retry, material scope/cost/privacy/security impact, or irreversible action.",RSK-0045,INT-0011; INT-0012,REQ-0036; REQ-0037; CON-0010; CON-0011,Use approved package/stage budget; record actual cost when material; no invented amount.,Development → Feature Complete,,UseSafeWeb_Master_Plan-1.4.md::USW-05.04.04.006; canonical repository Yaserbayad/UseSafeWeb.com@c672991229acc7675f1e25b978af6fbdacd04590,USW-05.04.04.006,"DEC-0053/CR-0006: Version-1 optional parent-account, minimum persistence and lightweight dashboard/device-management scope is active. The complete core setup/protection journey remains usable without login; mandatory login for core value, browsing/activity history, child accounts and broad DNS administration are not authorised."
TSK-0385,WP-0372,PKG-07,PHS-0103,DEL-0212,WP-0372,L6,"Implement add-device, provisioning and DNS setup flow","Produce and verify the bounded outcome: Implement add-device, provisioning and DNS setup flow.",PLANNED,WAITING,MEDIUM,NO,TSK-0387; TSK-0365; TSK-0378,FINISH_TO_START unless explicitly stated as trigger/operating input,"Version-1 optional-account scope is active under DEC-0053/CR-0006; ordinary lifecycle, gate, dependency, privacy, security and precondition requirements still apply.",Canonical state read; current gate/authority confirmed; required inputs/access available; no unresolved safety/privacy blocker.,Canonical source baseline; predecessor context USW-05.04.04.002; dependency outputs; applicable requirements and interface contracts.,"Versioned artifact, decision, configuration, result, or evidence record for ""Implement add-device, provisioning and DNS setup flow"".",ACC-0385,"Parent can name/select supported platform, provision one device, receive correct setup/configuration guidance, verify/retry safely and understand limitations; duplicate submissions do not create duplicate clients and no admin credential appears client-side.",VER-0385,"Execute in the target environment; run functional, negative, configuration, security/privacy, and rollback checks; compare to acceptance criteria.",EVD-0385,Artifact/version; exact environment or source; test/review output; date; responsible verifier; deviations and disposition.,EVD-0385; historical source evidence as cited,Frontend Engineering,A3,AUTO_ALLOWED,Read canonical state and linked requirements/interfaces; execute the smallest bounded change; verify every criterion; retain privacy-safe evidence; update state only when authorized; reread and reconcile after any canonical write.,GitHub; development environment; CI/CD; browser/device test access; deployment environment,REQUIRED where repeat execution is technically possible; otherwise detect existing state before change.,REVERSIBLE by default; treat public/production/data/legal/spend actions as controlled or irreversible as applicable.,Retry only after classifying failure and correcting cause; use bounded backoff for transient errors; rollback/restore on partial consequential change; never mark PASS on exhausted verification.,"Escalate on unmet authority, unresolved critical/high risk, contradictory source, acceptance failure after bounded retry, material scope/cost/privacy/security impact, or irreversible action.",RSK-0045,INT-0011; INT-0012,REQ-0036; REQ-0037; CON-0010; CON-0011,Use approved package/stage budget; record actual cost when material; no invented amount.,Development → Feature Complete,,UseSafeWeb_Master_Plan-1.4.md::USW-05.04.04.002; canonical repository Yaserbayad/UseSafeWeb.com@c672991229acc7675f1e25b978af6fbdacd04590,USW-05.04.04.002,"DEC-0053/CR-0006: Version-1 optional parent-account, minimum persistence and lightweight dashboard/device-management scope is active. The complete core setup/protection journey remains usable without login; mandatory login for core value, browsing/activity history, child accounts and broad DNS administration are not authorised."
TSK-0386,WP-0373,PKG-07,PHS-0103,DEL-0212,WP-0373,L6,"Polish and harden dashboard responsive, accessibility and failure states","Produce and verify the bounded outcome: Polish and harden dashboard responsive, accessibility and failure states.",PLANNED,WAITING,MEDIUM,NO,TSK-0387; TSK-0385; TSK-0390; TSK-0389; TSK-0388; TSK-0384,FINISH_TO_START unless explicitly stated as trigger/operating input,"Version-1 optional-account scope is active under DEC-0053/CR-0006; ordinary lifecycle, gate, dependency, privacy, security and precondition requirements still apply.",Canonical state read; current gate/authority confirmed; required inputs/access available; no unresolved safety/privacy blocker.,Canonical source baseline; predecessor context USW-05.04.04.007; dependency outputs; applicable requirements and interface contracts.,"Versioned artifact, decision, configuration, result, or evidence record for ""Polish and harden dashboard responsive, accessibility and failure states"".",ACC-0386,"Supported mobile/desktop browsers pass responsive, keyboard, screen-reader, focus, contrast and text-resize checks; auth/AdGuard/datastore/offline/error states provide safe recovery; interface remains simple/direct and critical paths meet defined performance targets.",VER-0386,"Peer/reviewer inspection against the stated acceptance criteria, source baseline, dependencies, and required evidence.",EVD-0386,Artifact/version; exact environment or source; test/review output; date; responsible verifier; deviations and disposition.,EVD-0386; historical source evidence as cited,Frontend Engineering,A3,AUTO_ALLOWED,Read canonical state and linked requirements/interfaces; execute the smallest bounded change; verify every criterion; retain privacy-safe evidence; update state only when authorized; reread and reconcile after any canonical write.,GitHub; development environment; CI/CD; browser/device test access; deployment environment,REQUIRED where repeat execution is technically possible; otherwise detect existing state before change.,REVERSIBLE by default; treat public/production/data/legal/spend actions as controlled or irreversible as applicable.,Retry only after classifying failure and correcting cause; use bounded backoff for transient errors; rollback/restore on partial consequential change; never mark PASS on exhausted verification.,"Escalate on unmet authority, unresolved critical/high risk, contradictory source, acceptance failure after bounded retry, material scope/cost/privacy/security impact, or irreversible action.",RSK-0045,INT-0011; INT-0012,REQ-0036; REQ-0037; CON-0010; CON-0011,Use approved package/stage budget; record actual cost when material; no invented amount.,Development → Feature Complete,,UseSafeWeb_Master_Plan-1.4.md::USW-05.04.04.007; canonical repository Yaserbayad/UseSafeWeb.com@c672991229acc7675f1e25b978af6fbdacd04590,USW-05.04.04.007,"DEC-0053/CR-0006: Version-1 optional parent-account, minimum persistence and lightweight dashboard/device-management scope is active. The complete core setup/protection journey remains usable without login; mandatory login for core value, browsing/activity history, child accounts and broad DNS administration are not authorised."
TSK-0387,WP-0374,PKG-07,PHS-0103,DEL-0212,WP-0374,L6,"Implement dashboard shell, empty state and parent-owned device cards","Produce and verify the bounded outcome: Implement dashboard shell, empty state and parent-owned device cards.",PLANNED,WAITING,MEDIUM,NO,TSK-0394; TSK-0367,FINISH_TO_START unless explicitly stated as trigger/operating input,"Version-1 optional-account scope is active under DEC-0053/CR-0006; ordinary lifecycle, gate, dependency, privacy, security and precondition requirements still apply.",Canonical state read; current gate/authority confirmed; required inputs/access available; no unresolved safety/privacy blocker.,Canonical source baseline; predecessor context USW-05.04.04.001; dependency outputs; applicable requirements and interface contracts.,"Versioned artifact, decision, configuration, result, or evidence record for ""Implement dashboard shell, empty state and parent-owned device cards"".",ACC-0387,Dashboard renders only authenticated parent-owned devices; empty/loading/error states are polished; nickname/platform/protection summary uses approved minimal data; raw AdGuard identifiers/admin concepts are not exposed unnecessarily.,VER-0387,"Execute in the target environment; run functional, negative, configuration, security/privacy, and rollback checks; compare to acceptance criteria.",EVD-0387,Artifact/version; exact environment or source; test/review output; date; responsible verifier; deviations and disposition.,EVD-0387; historical source evidence as cited,Frontend Engineering,A3,AUTO_ALLOWED,Read canonical state and linked requirements/interfaces; execute the smallest bounded change; verify every criterion; retain privacy-safe evidence; update state only when authorized; reread and reconcile after any canonical write.,GitHub; development environment; CI/CD; browser/device test access; deployment environment,REQUIRED where repeat execution is technically possible; otherwise detect existing state before change.,REVERSIBLE by default; treat public/production/data/legal/spend actions as controlled or irreversible as applicable.,Retry only after classifying failure and correcting cause; use bounded backoff for transient errors; rollback/restore on partial consequential change; never mark PASS on exhausted verification.,"Escalate on unmet authority, unresolved critical/high risk, contradictory source, acceptance failure after bounded retry, material scope/cost/privacy/security impact, or irreversible action.",RSK-0045,INT-0011; INT-0012,REQ-0036; REQ-0037; CON-0010; CON-0011,Use approved package/stage budget; record actual cost when material; no invented amount.,Development → Feature Complete,,UseSafeWeb_Master_Plan-1.4.md::USW-05.04.04.001; canonical repository Yaserbayad/UseSafeWeb.com@c672991229acc7675f1e25b978af6fbdacd04590,USW-05.04.04.001,"DEC-0053/CR-0006: Version-1 optional parent-account, minimum persistence and lightweight dashboard/device-management scope is active. The complete core setup/protection journey remains usable without login; mandatory login for core value, browsing/activity history, child accounts and broad DNS administration are not authorised."
TSK-0388,WP-0375,PKG-07,PHS-0103,DEL-0212,WP-0375,L6,"Implement reinstall, revoke, remove and replacement UI","Produce and verify the bounded outcome: Implement reinstall, revoke, remove and replacement UI.",PLANNED,WAITING,MEDIUM,NO,TSK-0385; TSK-0364,FINISH_TO_START unless explicitly stated as trigger/operating input,"Version-1 optional-account scope is active under DEC-0053/CR-0006; ordinary lifecycle, gate, dependency, privacy, security and precondition requirements still apply.",Canonical state read; current gate/authority confirmed; required inputs/access available; no unresolved safety/privacy blocker.,Canonical source baseline; predecessor context USW-05.04.04.005; dependency outputs; applicable requirements and interface contracts.,"Versioned artifact, decision, configuration, result, or evidence record for ""Implement reinstall, revoke, remove and replacement UI"".",ACC-0388,"Parent can safely reinstall, revoke/remove or replace a device with clear confirmation/consequences, truthful post-action status, recoverable errors and support path; stale ClientID is never displayed as active protection after successful revocation.",VER-0388,"Execute in the target environment; run functional, negative, configuration, security/privacy, and rollback checks; compare to acceptance criteria.",EVD-0388,Artifact/version; exact environment or source; test/review output; date; responsible verifier; deviations and disposition.,EVD-0388; historical source evidence as cited,Frontend Engineering,A3,AUTO_ALLOWED,Read canonical state and linked requirements/interfaces; execute the smallest bounded change; verify every criterion; retain privacy-safe evidence; update state only when authorized; reread and reconcile after any canonical write.,GitHub; development environment; CI/CD; browser/device test access; deployment environment,REQUIRED where repeat execution is technically possible; otherwise detect existing state before change.,REVERSIBLE by default; treat public/production/data/legal/spend actions as controlled or irreversible as applicable.,Retry only after classifying failure and correcting cause; use bounded backoff for transient errors; rollback/restore on partial consequential change; never mark PASS on exhausted verification.,"Escalate on unmet authority, unresolved critical/high risk, contradictory source, acceptance failure after bounded retry, material scope/cost/privacy/security impact, or irreversible action.",RSK-0045,INT-0011; INT-0012,REQ-0036; REQ-0037; CON-0010; CON-0011,Use approved package/stage budget; record actual cost when material; no invented amount.,Development → Feature Complete,,UseSafeWeb_Master_Plan-1.4.md::USW-05.04.04.005; canonical repository Yaserbayad/UseSafeWeb.com@c672991229acc7675f1e25b978af6fbdacd04590,USW-05.04.04.005,"DEC-0053/CR-0006: Version-1 optional parent-account, minimum persistence and lightweight dashboard/device-management scope is active. The complete core setup/protection journey remains usable without login; mandatory login for core value, browsing/activity history, child accounts and broad DNS administration are not authorised."
TSK-0389,WP-0376,PKG-07,PHS-0103,DEL-0212,WP-0376,L6,Implement approved curated protection controls UI,Produce and verify the bounded outcome: Implement approved curated protection controls UI.,PLANNED,WAITING,MEDIUM,NO,TSK-0390; TSK-0363,FINISH_TO_START unless explicitly stated as trigger/operating input,"Version-1 optional-account scope is active under DEC-0053/CR-0006; ordinary lifecycle, gate, dependency, privacy, security and precondition requirements still apply.",Canonical state read; current gate/authority confirmed; required inputs/access available; no unresolved safety/privacy blocker.,Canonical source baseline; predecessor context USW-05.04.04.004; dependency outputs; applicable requirements and interface contracts.,"Versioned artifact, decision, configuration, result, or evidence record for ""Implement approved curated protection controls UI"".",ACC-0389,"Only approved simple controls are shown with plain-language effect/limitations; changes are ownership-checked server-side, have loading/error/revert states and never expose raw policy editor, query history or comprehensive AdGuard administration.",VER-0389,"Execute in the target environment; run functional, negative, configuration, security/privacy, and rollback checks; compare to acceptance criteria.",EVD-0389,Artifact/version; exact environment or source; test/review output; date; responsible verifier; deviations and disposition.,EVD-0389; historical source evidence as cited,Frontend Engineering,A3,AUTO_ALLOWED,Read canonical state and linked requirements/interfaces; execute the smallest bounded change; verify every criterion; retain privacy-safe evidence; update state only when authorized; reread and reconcile after any canonical write.,GitHub; development environment; CI/CD; browser/device test access; deployment environment,REQUIRED where repeat execution is technically possible; otherwise detect existing state before change.,REVERSIBLE by default; treat public/production/data/legal/spend actions as controlled or irreversible as applicable.,Retry only after classifying failure and correcting cause; use bounded backoff for transient errors; rollback/restore on partial consequential change; never mark PASS on exhausted verification.,"Escalate on unmet authority, unresolved critical/high risk, contradictory source, acceptance failure after bounded retry, material scope/cost/privacy/security impact, or irreversible action.",RSK-0045,INT-0011; INT-0012,REQ-0036; REQ-0037; CON-0010; CON-0011,Use approved package/stage budget; record actual cost when material; no invented amount.,Development → Feature Complete,,UseSafeWeb_Master_Plan-1.4.md::USW-05.04.04.004; canonical repository Yaserbayad/UseSafeWeb.com@c672991229acc7675f1e25b978af6fbdacd04590,USW-05.04.04.004,"DEC-0053/CR-0006: Version-1 optional parent-account, minimum persistence and lightweight dashboard/device-management scope is active. The complete core setup/protection journey remains usable without login; mandatory login for core value, browsing/activity history, child accounts and broad DNS administration are not authorised."
TSK-0390,WP-0377,PKG-07,PHS-0103,DEL-0212,WP-0377,L6,Implement truthful device protection status and per-device Protection Map,Produce and verify the bounded outcome: Implement truthful device protection status and per-device Protection Map.,PLANNED,WAITING,MEDIUM,NO,TSK-0385; TSK-0371,FINISH_TO_START unless explicitly stated as trigger/operating input,"Version-1 optional-account scope is active under DEC-0053/CR-0006; ordinary lifecycle, gate, dependency, privacy, security and precondition requirements still apply.",Canonical state read; current gate/authority confirmed; required inputs/access available; no unresolved safety/privacy blocker.,Canonical source baseline; predecessor context USW-05.04.04.003; dependency outputs; applicable requirements and interface contracts.,"Versioned artifact, decision, configuration, result, or evidence record for ""Implement truthful device protection status and per-device Protection Map"".",ACC-0390,"UI distinguishes configured/verified/parent-confirmed/action-needed/not-covered/uncertain states exactly per frozen evidence rules, never infers continuous protection it cannot prove, and shows material DNS/app/VPN/Private Relay limits at the right moment.",VER-0390,"Execute in the target environment; run functional, negative, configuration, security/privacy, and rollback checks; compare to acceptance criteria.",EVD-0390,Artifact/version; exact environment or source; test/review output; date; responsible verifier; deviations and disposition.,EVD-0390; historical source evidence as cited,Frontend Engineering,A3,AUTO_ALLOWED,Read canonical state and linked requirements/interfaces; execute the smallest bounded change; verify every criterion; retain privacy-safe evidence; update state only when authorized; reread and reconcile after any canonical write.,GitHub; development environment; CI/CD; browser/device test access; deployment environment,REQUIRED where repeat execution is technically possible; otherwise detect existing state before change.,REVERSIBLE by default; treat public/production/data/legal/spend actions as controlled or irreversible as applicable.,Retry only after classifying failure and correcting cause; use bounded backoff for transient errors; rollback/restore on partial consequential change; never mark PASS on exhausted verification.,"Escalate on unmet authority, unresolved critical/high risk, contradictory source, acceptance failure after bounded retry, material scope/cost/privacy/security impact, or irreversible action.",RSK-0045,INT-0011; INT-0012,REQ-0036; REQ-0037; CON-0010; CON-0011,Use approved package/stage budget; record actual cost when material; no invented amount.,Development → Feature Complete,,UseSafeWeb_Master_Plan-1.4.md::USW-05.04.04.003; canonical repository Yaserbayad/UseSafeWeb.com@c672991229acc7675f1e25b978af6fbdacd04590,USW-05.04.04.003,"DEC-0053/CR-0006: Version-1 optional parent-account, minimum persistence and lightweight dashboard/device-management scope is active. The complete core setup/protection journey remains usable without login; mandatory login for core value, browsing/activity history, child accounts and broad DNS administration are not authorised."
TSK-0391,WP-0378,PKG-07,PHS-0103,DEL-0213,WP-0378,L6,"Publish versioned setup, troubleshooting, removal, and privacy help","Produce and verify the bounded outcome: Publish versioned setup, troubleshooting, removal, and privacy help.",PLANNED,WAITING,MEDIUM,NO,TSK-0323; TSK-0337,FINISH_TO_START unless explicitly stated as trigger/operating input,Applicable lifecycle/gate and all hard dependencies satisfied.,Canonical state read; current gate/authority confirmed; required inputs/access available; no unresolved safety/privacy blocker.,Canonical source baseline; predecessor context USW-05.04.03.001; dependency outputs; applicable requirements and interface contracts.,"Versioned artifact, decision, configuration, result, or evidence record for ""Publish versioned setup, troubleshooting, removal, and privacy help"".",ACC-0391,"Every common support category has verified steps, applicability/version, expected result, escalation, last-reviewed date, and owner; no unsafe diagnostic instruction exists.",VER-0391,"Peer/reviewer inspection against the stated acceptance criteria, source baseline, dependencies, and required evidence.",EVD-0391,Artifact/version; exact environment or source; test/review output; date; responsible verifier; deviations and disposition.,EVD-0391; historical source evidence as cited,Content,A3,AUTO_ALLOWED,Read canonical state and linked requirements/interfaces; execute the smallest bounded change; verify every criterion; retain privacy-safe evidence; update state only when authorized; reread and reconcile after any canonical write.,GitHub; development environment; CI/CD; browser/device test access; deployment environment,REQUIRED where repeat execution is technically possible; otherwise detect existing state before change.,REVERSIBLE by default; treat public/production/data/legal/spend actions as controlled or irreversible as applicable.,Retry only after classifying failure and correcting cause; use bounded backoff for transient errors; rollback/restore on partial consequential change; never mark PASS on exhausted verification.,"Escalate on unmet authority, unresolved critical/high risk, contradictory source, acceptance failure after bounded retry, material scope/cost/privacy/security impact, or irreversible action.",RSK-0045,INT-0011; INT-0012,REQ-0036; REQ-0037; CON-0010; CON-0011,Use approved package/stage budget; record actual cost when material; no invented amount.,Development → Feature Complete,,UseSafeWeb_Master_Plan-1.4.md::USW-05.04.03.001; canonical repository Yaserbayad/UseSafeWeb.com@c672991229acc7675f1e25b978af6fbdacd04590,USW-05.04.03.001,Future gate/dependency not yet satisfied. Valid work is retained but re-owned by one responsibility package and attached to the new L0-L13 lifecycle.
